994,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",4.31
17,"Catching Fire (The Hunger Games, #2)",4.3
70,"Ender's Game (Ender's Saga, #1)",4.3
87,Night (The Night Trilogy #1),4.3
319,"City of Lost Souls (The Mortal Instruments, #5)",4.3
333,Still Alice,4.3
384,"Frostbite (Vampire Academy, #2)",4.3
485,The Brothers Karamazov,4.3
502,"The Walking Dead, Vol. 01: Days Gone Bye",4.3
581,"Scarlet (The Lunar Chronicles, #2)",4.3
636,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",4.3
746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4.3
760,"Ender's Shadow (Ender's Shadow, #1)",4.3
766,Preludes & Nocturnes (The Sandman #1),4.3
817,"Howl's Moving Castle (Howl's Moving Castle, #1)",4.3
870,Team of Rivals: The Political Genius of Abraham Lincoln,4.3
962,"Point of Retreat (Slammed, #2)",4.3
50,Where the Sidewalk Ends,4.29
142,"The Pillars of the Earth (The Kingsbridge Series, #1)",4.29
157,Green Eggs and Ham,4.29
184,Matilda,4.29
295,11/22/63,4.29
296,The Very Hungry Caterpillar Board Book,4.29
514,The Adventures of Sherlock Holmes,4.29
545,The Velveteen Rabbit,4.29
626,The Polar Express,4.29
627,The True Story of the 3 Little Pigs,4.29
644,"Slammed (Slammed, #1)",4.29
713,"Prodigy (Legend, #2)",4.29
765,The Autobiography of Malcolm X,4.29
842,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.29
956,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29
66,Gone with the Wind,4.28
80,The Little Prince,4.28
291,Cutting for Stone,4.28
549,Corduroy,4.28
112,"Me Before You (Me Before You, #1)",4.27
339,Goodnight Moon,4.27
677,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27
953,"The Dark Tower (The Dark Tower, #7)",4.27
6,The Fault in Our Stars,4.26
11,The Kite Runner,4.26
409,Fried Green Tomatoes at the Whistle Stop Cafe,4.26
440,"Fall of Giants (The Century Trilogy, #1)",4.26
673,Americanah,4.26
723,Shantaram,4.26
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26
749,The Storyteller,4.26
846,Animal Farm / 1984,4.26
858,"Red Rising (Red Rising, #1)",4.26
864,"The Fiery Cross (Outlander, #5)",4.26
938,"The Edge of Never (The Edge of Never, #1)",4.26
985,The Big Short: Inside the Doomsday Machine,4.26
4,To Kill a Mockingbird,4.25
7,The Hobbit,4.25
89,The Princess Bride ,4.25
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25
329,The Last Lecture,4.25
365,V for Vendetta,4.25
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.25
937,His Dark Materials (His Dark Materials #1-3),4.25
989,The Day of the Jackal,4.25
10,Pride and Prejudice,4.24
12,"Divergent (Divergent, #1)",4.24
81,The Glass Castle,4.24
219,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24
265,A Tree Grows in Brooklyn,4.24
393,"Throne of Glass (Throne of Glass, #1)",4.24
454,If You Give a Mouse a Cookie,4.24
725,"The Waste Lands (The Dark Tower, #3)",4.24
742,"Wool Omnibus (Silo, #1)",4.24
796,"On Dublin Street (On Dublin Street, #1)",4.24
806,"Wizard and Glass (The Dark Tower, #4)",4.24
888,Harold and the Purple Crayon,4.24
41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",4.23
133,"Anne of Green Gables (Anne of Green Gables, #1)",4.23
151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",4.23
200,And Then There Were None,4.23
220,Twilight: The Complete Illustrated Movie Companion,4.23
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23
437,The Invention of Wings,4.23
528,"The Dragon Reborn (Wheel of Time, #3)",4.23
532,Batman: Year One,4.23
612,"The Drawing of the Three (The Dark Tower, #2)",4.23
642,"World Without End (The Kingsbridge Series, #2)",4.23
750,"Obsidian (Lux, #1)",4.23
803,"Fruits Basket, Vol. 1",4.23
808,The Invention of Hugo Cabret,4.23
828,"Persepolis: The Story of a Childhood (Persepolis, #1)",4.23
861,"Walking Disaster (Beautiful, #2)",4.23
890,Second Foundation (Foundation #3),4.23
910,"Old Man's War (Old Man's War, #1)",4.23
98,"The Girl Who Played with Fire (Millennium, #2)",4.22
102,Where the Wild Things Are,4.22
311,The Thorn Birds,4.22
325,A Prayer for Owen Meany,4.22
373,The BFG,4.22
489,The Prophet,4.22
515,The Prince of Tides,4.22
561,The Phantom Tollbooth,4.22
599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.22
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22
679,Madeline,4.22
755,"Mort (Death, #1; Discworld, #4)",4.22
759,"Bloodlines (Bloodlines, #1)",4.22
68,The Perks of Being a Wallflower,4.21
103,The Count of Monte Cristo,4.21
153,"City of Ashes (The Mortal Instruments, #2)",4.21
362,The Screwtape Letters,4.21
433,"Dark Lover (Black Dagger Brotherhood, #1)",4.21
506,"The One (The Selection, #3)",4.21
720,"Bleach, Volume 01",4.21
722,"The Shadow Rising (Wheel of Time, #4)",4.21
729,"Hyperion (Hyperion Cantos, #1)",4.21
812,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.21
844,Chicka Chicka Boom Boom,4.21
54,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4.2
137,"Outlander (Outlander, #1)",4.2
140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4.2
196,Fight Club,4.2
262,Big Little Lies,4.2
270,Rebecca,4.2
510,"The Great Hunt (Wheel of Time, #2)",4.2
540,A Little Princess,4.2
669,The House of the Spirits,4.2
767,Seabiscuit: An American Legend,4.2
789,Foundation and Empire (Foundation #2),4.2
909,"The Throne of Fire (Kane Chronicles, #2)",4.2
954,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2
37,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",4.19
126,Dune (Dune Chronicles #1),4.19
216,The Art of Racing in the Rain,4.19
218,"Bared to You (Crossfire, #1)",4.19
302,Safe Haven,4.19
317,I Know Why the Caged Bird Sings,4.19
327,"Legend (Legend, #1)",4.19
374,A Short History of Nearly Everything,4.19
676,"Entwined with You (Crossfire, #3)",4.19
709,Nine Stories,4.19
728,"Brown Bear, Brown Bear, What Do You See?",4.19
751,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.19
845,Smile,4.19
921,All the Bright Places,4.19
947,"Angelfall (Penryn & the End of Days, #1)",4.19
129,One Flew Over the Cuckoo's Nest,4.18
176,It,4.18
177,Crime and Punishment,4.18
297,Cat's Cradle,4.18
322,Neverwhere,4.18
330,"The Eye of the World (Wheel of Time, #1)",4.18
482,The Kitchen House,4.18
544,"Little House on the Prairie (Little House, #2)",4.18
711,"Unwind (Unwind, #1)",4.18
726,"The Bone Collector (Lincoln Rhyme, #1)",4.18
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.18
980,"Moon Called (Mercy Thompson, #1)",4.18
72,The Shining (The Shining #1),4.17
198,The Color Purple,4.17
304,I Know This Much Is True,4.17
416,The Witches,4.17
427,The Importance of Being Earnest,4.17
432,"I, Robot (Robot #0.1)",4.17
516,The Amazing Adventures of Kavalier & Clay,4.17
520,The Wind-Up Bird Chronicle,4.17
550,The Omnivore's Dilemma: A Natural History of Four Meals,4.17
601,The Tale of Peter Rabbit,4.17
680,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,4.17
721,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",4.17
747,"Sabriel (Abhorsen,  #1)",4.17
877,The Neverending Story,4.17
936,"Wolves of the Calla (The Dark Tower, #5)",4.17
150,The Red Tent,4.16
309,"City of Fallen Angels (The Mortal Instruments, #4)",4.16
579,Are You My Mother?,4.16
583,"Silence (Hush, Hush, #3)",4.16
672,"Murder on the Orient Express (Hercule Poirot, #10)",4.16
674,Suzanne's Diary for Nicholas,4.16
681,"Little House in the Big Woods (Little House, #1)",4.16
799,Watchers,4.16
809,Brave New World / Brave New World Revisited,4.16
882,Eye of the Needle,4.16
927,"Crank (Crank, #1)",4.16
970,"Steelheart (The Reckoners, #1)",4.16
59,Charlotte's Web,4.15
107,A Walk to Remember,4.15
203,"Beautiful Disaster (Beautiful, #1)",4.15
206,"The Selection (The Selection, #1)",4.15
251,The Cat in the Hat,4.15
252,"Cinder (The Lunar Chronicles, #1)",4.15
402,The Tell-Tale Heart and Other Writings,4.15
446,A Study in Scarlet,4.15
793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15
797,Crazy Love: Overwhelmed by a Relentless God,4.15
859,"The Way of Shadows (Night Angel, #1)",4.15
905,Cloudy With a Chance of Meatballs,4.15
914,"The Forever War (The Forever War, #1)",4.15
971,The Rainbow Fish,4.15
13,1984,4.14
109,Les Misérables,4.14
169,The Last Song,4.14
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14
210,"Vampire Academy (Vampire Academy, #1)",4.14
231,Sarah's Key,4.14
318,Orphan Train,4.14
521,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",4.14
564,It's Kind of a Funny Story,4.14
571,The Guardian,4.14
598,"Assassin's Apprentice (Farseer Trilogy, #1)",4.14
731,The Exorcist,4.14
737,A Long Way Gone: Memoirs of a Boy Soldier,4.14
775,Just Kids,4.14
913,The Joy of Cooking,4.14
917,"The Blade Itself (The First Law, #1)",4.14
950,I'll Give You the Sun,4.14
996,"Three to Get Deadly (Stephanie Plum, #3)",4.14
230,Persuasion,4.13
260,How to Win Friends and Influence People,4.13
276,Foundation (Foundation #1),4.13
430,Kafka on the Shore,4.13
481,"Wizard's First Rule (Sword of Truth, #1)",4.13
541,The Truth About Forever,4.13
558,"Dead to the World (Sookie Stackhouse, #4)",4.13
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",4.13
832,"Naked in Death (In Death, #1)",4.13
843,"Fifty Shades Trilogy (Fifty Shades, #1-3)",4.13
876,Curious George,4.13
949,"The Fires of Heaven (Wheel of Time, #5)",4.13
36,"The Giver (The Giver, #1)",4.12
51,"City of Bones (The Mortal Instruments, #1)",4.12
93,The Secret Garden,4.12
195,The Guernsey Literary and Potato Peel Pie Society,4.12
199,Marley and Me: Life and Love With the World's Worst Dog,4.12
312,The Graveyard Book,4.12
324,Fangirl,4.12
439,A Brief History of Time,4.12
503,"2001: A Space Odyssey (Space Odyssey, #1)",4.12
523,The Things They Carried,4.12
555,"Hamlet: Screenplay, Introduction And Film Diary",4.12
613,The Forgotten Garden,4.12
620,"The Mists of Avalon (Avalon, #1)",4.12
637,The Martian Chronicles,4.12
662,Interpreter of Maladies,4.12
790,The Four Agreements: A Practical Guide to Personal Freedom,4.12
798,"One Fish, Two Fish, Red Fish, Blue Fish",4.12
815,No Country for Old Men,4.12
878,A Beautiful Mind,4.12
933,"Fire (Graceling Realm, #2)",4.12
965,"Thoughtless (Thoughtless, #1)",4.12
16,"The Girl with the Dragon Tattoo (Millennium, #1)",4.11
164,Eleanor & Park,4.11
167,"American Gods (American Gods, #1)",4.11
193,Outliers: The Story of Success,4.11
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11
241,Number the Stars,4.11
243,Misery,4.11
424,The Name of the Rose,4.11
498,War and Peace,4.11
589,"Easy (Contours of the Heart, #1)",4.11
591,The Absolutely True Diary of a Part-Time Indian,4.11
628,"Patriot Games (Jack Ryan Universe, #2)",4.11
827,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.11
868,Pippi Longstocking,4.11
900,The Selfish Gene,4.11
912,"Two for the Dough (Stephanie Plum, #2)",4.11
15,The Diary of a Young Girl,4.1
43,Jane Eyre,4.1
158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1
165,"A Feast for Crows (A Song of Ice and Fire, #4)",4.1
286,The Lucky One,4.1
300,The Boy in the Striped Pajamas,4.1
328,Nineteen Minutes,4.1
355,"Graceling (Graceling Realm, #1)",4.1
368,"The Subtle Knife (His Dark Materials, #2)",4.1
452,"The 5th Wave (The 5th Wave, #1)",4.1
518,Peter Pan,4.1
552,The Rescue,4.1
704,The Cider House Rules,4.1
744,The Power of Now: A Guide to Spiritual Enlightenment,4.1
794,"Doctor Sleep (The Shining, #2)",4.1
820,The Remains of the Day,4.1
907,"Vision in White (Bride Quartet, #1)",4.1
942,"Wallbanger (Cocktail, #1)",4.1
966,Presumed Innocent,4.1
74,Looking for Alaska,4.09
128,Steve Jobs,4.09
588,"The Bourne Supremacy (Jason Bourne, #2)",4.09
618,The Hound of the Baskervilles,4.09
784,For One More Day,4.09
995,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",4.09
999,"Tales of a Fourth Grade Nothing (Fudge, #1)",4.09
33,Memoirs of a Geisha,4.08
221,"A Child Called ""It"" (Dave Pelzer #1)",4.08
242,"Along Came a Spider (Alex Cross, #1)",4.08
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08
323,The Unbearable Lightness of Being,4.08
344,Naked,4.08
350,Fear and Loathing in Las Vegas,4.08
360,Do Androids Dream of Electric Sheep?,4.08
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",4.08
372,Dress Your Family in Corduroy and Denim,4.08
405,Breakfast of Champions,4.08
536,"Red Queen (Red Queen, #1)",4.08
569,"The Angel Experiment (Maximum Ride, #1)",4.08
619,"Thinking, Fast and Slow",4.08
648,"Inheritance (The Inheritance Cycle, #4)",4.08
653,Blindness,4.08
667,Along for the Ride,4.08
785,"Clear and Present Danger (Jack Ryan Universe, #6)",4.08
902,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4.08
46,Water for Elephants,4.07
69,"Insurgent (Divergent, #2)",4.07
179,"Angela's Ashes (Frank McCourt, #1)",4.07
271,Flowers for Algernon,4.07
377,Stardust,4.07
434,"Crescendo (Hush, Hush, #2)",4.07
476,The World According to Garp,4.07
494,The Secret History,4.07
517,"Perfect Chemistry (Perfect Chemistry, #1)",4.07
525,"Pandemonium (Delirium, #2)",4.07
567,The Language of Flowers,4.07
663,A People's History of the United States,4.07
768,Shutter Island,4.07
788,Trainspotting,4.07
800,The Story of My Life,4.07
884,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4.07
896,We Need to Talk About Kevin,4.07
44,"The Notebook (The Notebook, #1)",4.06
64,My Sister's Keeper,4.06
65,Slaughterhouse-Five,4.06
76,Sense and Sensibility,4.06
90,The Outsiders,4.06
95,The Picture of Dorian Gray,4.06
114,Tuesdays with Morrie,4.06
119,The Handmaid's Tale,4.06
229,Alice's Adventures in Wonderland & Through the Looking-Glass,4.06
370,"The Red Pyramid (Kane Chronicles, #1)",4.06
399,The Tales of Beedle the Bard,4.06
413,The Three Musketeers,4.06
443,Just Listen,4.06
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,4.06
475,"Where She Went (If I Stay, #2)",4.06
480,"The Amber Spyglass (His Dark Materials, #3)",4.06
530,Much Ado About Nothing,4.06
687,1776,4.06
897,"Rendezvous with Rama (Rama, #1)",4.06
997,The Scarlet Pimpernel,4.06
181,In Cold Blood,4.05
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05
273,Snow Flower and the Secret Fan,4.05
289,"Watership Down (Watership Down, #1)",4.05
316,A Walk in the Woods,4.05
336,"1st to Die (Women's Murder Club, #1)",4.05
366,John Adams,4.05
438,What Alice Forgot,4.05
624,"All Together Dead (Sookie Stackhouse, #7)",4.05
696,"The Vampire Lestat (The Vampire Chronicles, #2)",4.05
754,Half Broke Horses,4.05
758,Stiff: The Curious Lives of Human Cadavers,4.05
928,"The Raven Boys (The Raven Cycle, #1)",4.05
982,"The Alienist (Dr. Laszlo Kreizler, #1)",4.05
42,"Little Women (Little Women, #1)",4.04
94,One Hundred Years of Solitude,4.04
117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",4.04
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04
208,The Immortal Life of Henrietta Lacks,4.04
321,Where the Red Fern Grows,4.04
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,4.04
477,"Killing Floor (Jack Reacher, #1)",4.04
492,"Speaker for the Dead (Ender's Saga, #2)",4.04
534,When You Are Engulfed in Flames,4.04
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",4.04
665,"The Passage (The Passage, #1)",4.04
692,"Firefly Lane (Firefly Lane, #1)",4.04
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4.04
891,"Fool Moon (The Dresden Files, #2)",4.04
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,4.04
978,"Shadow of Night (All Souls Trilogy, #2)",4.04
993,Tell the Wolves I'm Home,4.04
20,"Mockingjay (The Hunger Games, #3)",4.03
30,Gone Girl,4.03
86,A Time to Kill,4.03
124,Room,4.03
185,The Night Circus,4.03
207,"One for the Money (Stephanie Plum, #1)",4.03
257,Alice in Wonderland,4.03
282,Coraline,4.03
359,And the Mountains Echoed,4.03
447,"Brisingr (The Inheritance Cycle, #3)",4.03
537,The Power of Habit: Why We Do What We Do in Life and Business,4.03
563,"Club Dead (Sookie Stackhouse, #3)",4.03
615,This Lullaby,4.03
695,"The Silkworm (Cormoran Strike, #2)",4.03
834,"Midnight Sun (Twilight, #1.5)",4.03
857,The Westing Game,4.03
880,"The Summoning (Darkest Powers, #1)",4.03
91,"The Maze Runner (Maze Runner, #1)",4.02
100,The Poisonwood Bible,4.02
147,Thirteen Reasons Why,4.02
172,Anna Karenina,4.02
204,A Christmas Carol,4.02
380,Norwegian Wood,4.02
423,"The Elite (The Selection, #2)",4.02
442,Snow Crash,4.02
450,"Storm Front (The Dresden Files, #1)",4.02
458,Station Eleven,4.02
496,"The Clan of the Cave Bear (Earth's Children, #1)",4.02
641,"The Last Battle (Chronicles of Narnia, #7)",4.02
652,"Definitely Dead (Sookie Stackhouse, #6)",4.02
683,A Bend in the Road,4.02
719,A New Earth: Awakening to Your Life's Purpose,4.02
904,"Gabriel's Inferno (Gabriel's Inferno, #1)",4.02
57,The Secret Life of Bees,4.01
152,Dear John,4.01
239,World War Z: An Oral History of the Zombie War,4.01
269,P.S. I Love You,4.01
285,"The Rosie Project (Don Tillman, #1)",4.01
288,"The Hunt for Red October (Jack Ryan Universe, #4)",4.01
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.01
332,"The Magician's Nephew (Chronicles of Narnia, #6)",4.01
431,"Red Dragon (Hannibal Lecter, #1)",4.01
511,"Postmortem (Kay Scarpetta, #1)",4.01
522,Cloud Atlas,4.01
631,"Dead as a Doornail (Sookie Stackhouse, #5)",4.01
632,"Shatter Me (Shatter Me, #1)",4.01
724,"From Dead to Worse (Sookie Stackhouse, #8)",4.01
748,"Dead and Gone (Sookie Stackhouse, #9)",4.01
791,House Rules,4.01
831,Lock and Key,4.01
125,Hamlet,4
202,"Hush, Hush (Hush, Hush, #1)",4
234,Speak,4
313,The Light Between Oceans,4
331,The Pact,4
381,Where the Heart Is,4
397,Perfume: The Story of a Murderer,4
408,"Guns, Germs, and Steel: The Fates of Human Societies",4
572,"Oryx and Crake (MaddAddam, #1)",4
574,Kitchen Confidential: Adventures in the Culinary Underbelly,4
594,Because of Winn-Dixie,4
666,Anansi Boys,4
698,The Silver Linings Playbook,4
854,Invisible Monsters,4
874,Brain on Fire: My Month of Madness,4
901,Year of Wonders,4
975,Helter Skelter: The True Story of the Manson Murders,4
123,"The Firm (Penguin Readers, Level 5)",3.99
171,Emma,3.99
180,Siddhartha,3.99
232,"The Gunslinger (The Dark Tower, #1)",3.99
277,The Ocean at the End of the Lane,3.99
280,"Delirium (Delirium, #1)",3.99
335,James and the Giant Peach,3.99
349,'Salem's Lot,3.99
379,"A Discovery of Witches (All Souls Trilogy, #1)",3.99
593,"A Wizard of Earthsea (Earthsea Cycle, #1)",3.99
633,Starship Troopers,3.99
716,The Choice,3.99
763,The Bluest Eye,3.99
837,"Every Day (Every Day, #1)",3.99
929,I Am Legend and Other Stories,3.99
977,Inferno (The Divine Comedy #1),3.99
97,Dracula,3.98
113,Catch-22,3.98
115,Middlesex,3.98
173,A Clockwork Orange,3.98
178,The Bell Jar,3.98
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98
222,"The Bourne Identity (Jason Bourne, #1)",3.98
245,Bridge to Terabithia,3.98
346,"The Wonderful Wizard of Oz (Oz, #1)",3.98
396,Hotel on the Corner of Bitter and Sweet,3.98
483,Franny and Zooey,3.98
614,The Trial,3.98
671,"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98
678,The Storied Life of A.J. Fikry,3.98
686,"The Wedding (The Notebook, #2)",3.98
688,Under the Banner of Heaven: A Story of Violent Faith,3.98
787,Sh*t My Dad Says,3.98
805,"Burned (House of Night, #7)",3.98
826,The Wind in the Willows,3.98
848,The Bonesetter's Daughter,3.98
48,Fahrenheit 451,3.97
55,Brave New World,3.97
101,Me Talk Pretty One Day,3.97
205,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97
227,The Client,3.97
249,Extremely Loud and Incredibly Close,3.97
263,Ella Enchanted,3.97
404,Defending Jacob,3.97
429,"The Color of Magic (Discworld, #1; Rincewind #1)",3.97
456,A Streetcar Named Desire,3.97
461,"The Good Earth (House of Earth, #1)",3.97
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",3.97
616,Plain Truth,3.97
625,Midwives,3.97
639,Heidi,3.97
651,The Phantom of the Opera,3.97
778,The Hunchback of Notre-Dame,3.97
855,Twelfth Night,3.97
872,The Plague,3.97
84,"Jurassic Park (Jurassic Park, #1)",3.96
149,"If I Stay (If I Stay, #1)",3.96
